Program ID,Program Name,Agency,Jurisdiction Level,State,Locality,Category,Status,Status Details,Target Populations,Max Value,Value Type,Value Notes,Entity Types,Size Limits,Industry Restrictions,Candidate Address Matters,Work Site Address Matters,Employer HQ Matters,Custom Logic,Source URL,Source Citation,Confidence Level,Potential Issues,Notes
IL-011,Illinois Employment First Initiative,Illinois Department of Human Services (IDHS),state,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,disabilities,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=80571,,low,,"State program promoting community-based integrated employment for people with disabilities, may include employer incentives"
IL-012,Illinois Vocational Rehabilitation Services Employer Incentives,Illinois Department of Human Services - Division of Rehabilitation Services,state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,disabilities,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/disabilityguide,,medium,,"Potential employer incentives through vocational rehabilitation services, including on-the-job training support"
IL-013,Alternative Employment Program,State of Illinois - Department of Central Management Services,state,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,disabilities,Not applicable,,,,,,No,No,No,,https://careers.illinois.gov/employment-resources/disabpgm.html,,high,,"Program for current state employees who become disabled, not a private employer incentive"
IL-014,Federal Bonding Program,U.S. Department of Labor (administered through state workforce agencies),federal,Illinois,,bonding,FEDERAL,Federal program with state implementation,disabilities,"$25,000 coverage",,,,,,No,No,No,,https://ides.illinois.gov/jobs-workforce/programs/tax-credit.html,,medium,,Free fidelity bonding for at-risk job applicants including individuals with disabilities
IL-015,Ticket to Work Program Employer Incentives,Social Security Administration,federal,Illinois,,unknown,FEDERAL,Federal program with state implementation,disabilities,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/disabilityguide,,low,,Potential employer benefits for hiring SSI/SSDI beneficiaries through Employment Networks
IL-016,Illinois Second Chance Tax Credit,Illinois Department of Revenue,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,ex_offenders,"$7,500 per employee",,,,,,No,No,No,,https://www.chicagogreeninsulation.com/illinois-tax-credits-2025/,,medium,,"Illinois state tax credit for employers hiring formerly incarcerated individuals, effective January 1, 2025"
IL-017,Illinois Ex-Offender Tax Credit (5%),Illinois Department of Revenue,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,ex_offenders,5% of wages,,,,,,No,No,No,,https://www.networkforphl.org/wp-content/uploads/2017/11/Employment-Tax-Incentives-and-Ex_Offender-Health.pdf,,medium,,Illinois offers employers a 5 percent tax credit for hiring ex-offenders
IL-018,Re-Entry Employment Service Program (RESP),Illinois Department of Employment Security (IDES),state,Illinois,,service,NON-INCENTIVE,Service does not provide tangible cost reduction for employers,ex_offenders,Varies,,,,,,No,No,No,,https://ides.illinois.gov/jobs-workforce/programs/re-entry.html,,low,,Employment services for justice-impacted individuals - may include employer incentives or support
IL-019,Training & Employment for Ex-Offenders Program,Illinois Department of Human Services (IDHS),state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,ex_offenders,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=35568,,low,,Training programs for ex-offenders - may include employer training subsidies or wage support
IL-020,Illinois Workforce Innovation and Opportunity Act (WIOA) Adult Program,Illinois Department of Commerce and Economic Opportunity,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,ex_offenders,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/Pages/Article.aspx?ArticleId=115,,medium,,WIOA funding may include on-the-job training subsidies for employers hiring justice-impacted individuals
IL-021,Transitional Jobs Program,Illinois Department of Human Services,state,Illinois,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,ex_offenders,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=35568,,low,,Subsidized employment program that may provide wage subsidies to employers hiring justice-impacted individuals
IL-022,Chicago Second Chance Hiring Initiative,City of Chicago,local,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,ex_offenders,Varies,,,,,,No,No,No,,https://www.illinoislegalaid.org/legal-information/re-entry-resources-prisoners-and-former-prisoners,,low,,Local Chicago program that may include employer incentives for hiring justice-impacted individuals
IL-023,Illinois Recovery and Mental Health Hiring Credit,Illinois Department of Revenue,state,Illinois,,tax_credit,HALLUCINATION,Flagged as hallucination by verification phase,tanf_snap,Varies,,,,,,No,No,No,,https://answerconnect.cch.com/document/jil014eeac7352c3e4b7d893b2e23a0ae480f/state/explanations/illinois/job-creation-hiring-credits-recovery-and-mental-health-credit,,medium,,Income tax credit for employers hiring individuals in recovery from substance use disorder or mental health issues - may overlap with TANF/SNAP population
IL-024,TANF Job Placement with Retention Program,Illinois Department of Human Services (IDHS),state,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=160348,,low,,Program connecting TANF recipients with employers - potential employer incentives through workforce development partnerships
IL-025,SNAP Employment & Training Job Placement Program,Illinois Department of Human Services (IDHS),state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=166375,,medium,,Provides employer-driven training opportunities for SNAP recipients - may include training subsidies or wage support
IL-026,SNAP Employment & Training Earnfare Program,Illinois Department of Human Services,state,Illinois,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://omb.illinois.gov/public/gata/csfa/Program.aspx?csfa=705,,medium,,Work experience program for SNAP recipients that may provide wage subsidies to participating employers
IL-027,Southern Illinois SNAP/TANF Employer Network,Southern Illinois University,local,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://careerpathways.siu.edu/snap_and_tanf_job_placement.php,,low,,Network of employers providing work experience for TANF/SNAP recipients - may include employer incentives or supports
IL-028,Illinois Youth Investment Program (IYIP),Illinois Department of Human Services (IDHS),state,Illinois,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,youth,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=126652,,medium,,"Multi-faceted approach to youth employment that invests in at-risk transitional youth, potentially providing employer subsidies or incentives"
IL-029,DHS Youth Partners Employer Benefits,Illinois Department of Human Services,state,Illinois,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,youth,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/DHSyouth/Pages/Employer-Benefits.aspx,,medium,,Employer benefits program specifically for youth hiring through DHS Youth Partners network
IL-030,Chicago Loop Alliance Tax Credit Program,Chicago Loop Alliance / City of Chicago,local,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,youth,Approximately 3% of newly hired employee wages,,,,,,No,No,No,,https://loopchicago.com/do-business/invest/incentive-programs/,,low,,Tax credit based upon Illinois income taxes paid by newly hired/relocated employees in Chicago Loop area
IL-031,Illinois workNet Youth Employment Program,Illinois workNet / IDES,state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,youth,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/Pages/Article.aspx?ArticleId=337,,low,,"Program to decrease barriers to training and employment for target youth populations, may include employer incentives"
IL-032,Hire The Future Program,Illinois Department of Employment Security,state,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,youth,Unknown,,,,,,No,No,No,,https://ides.illinois.gov/jobs-workforce/programs/hire-the-future.html,,low,,"IDES program to connect qualified job seekers with employment, may include employer incentives for youth hiring"
IL-033,Illinois Small Business Job Creation Tax Credit,Illinois Department of Revenue,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://illinoisaccountants.com/wp-content/uploads/2020/09/e-illinois-small-business-job-creation-tax-credit-information.pdf,,medium,,State tax credit for small businesses that create new full-time positions
IL-034,WorkShare IL,Illinois Department of Employment Security (IDES),state,Illinois,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://ides.illinois.gov/employer-resources/workshare-il.html,,medium,,Program providing employers with partial unemployment benefits for workers with reduced hours as alternative to layoffs
IL-035,Illinois Talent Pipeline Program,Illinois WorkNet,state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/iltalent_rfa,,medium,,Grant program to help businesses avoid layoffs and help unemployed workers re-enter the workforce through training initiatives
IL-036,WIOA Funding Assistance,Illinois WorkNet Centers,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,long_term_unemployed,Varies,,,,,,No,No,No,,https://worknet20.org/wioa-funding-assistance/,,low,,Workforce Innovation and Opportunity Act funding that may provide employer benefits for hiring and training dislocated workers
IL-037,Federal Tax Credits for Economically Disadvantaged Workers,Illinois Department of Employment Security (IDES),federal,Illinois,,tax_credit,FEDERAL,Federal program with state implementation,long_term_unemployed,"$2,400 per employee",,,,,,No,No,No,,https://ides.illinois.gov/jobs-workforce/programs/tax-credit.html,,high,,Federal tax credits for employers that hire economically disadvantaged workers including welfare recipients and ex-felons
IL-038,WIOA On-the-Job Training (OJT),"U.S. Department of Labor, Illinois Department of Employment Security",federal,Illinois,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% wage reimbursement (up to 75% for small businesses),,,,,,No,No,No,,https://www.illinoisworknet.com/DownloadPrint/OJT_Flyer_FINAL.pdf,,high,,"Hire-first program providing wage reimbursement to employers who hire, train, and retain eligible individuals through structured on-the-job training"
IL-039,VA Vocational Rehabilitation & Employment (VR&E),U.S. Department of Veterans Affairs,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,"Varies - includes salary subsidies, training costs, and support services",,,,,,No,No,No,,https://www.benefits.va.gov/Chicago/other-va-facilities.asp,,high,,"Comprehensive program providing vocational rehabilitation services including training, job placement assistance, and employer incentives for hiring veterans"
IL-040,VA Non-Paid Work Experience (NPWE),U.S. Department of Veterans Affairs,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No direct payment - VA provides support and potential for permanent hire,,,,,,No,No,No,,https://www.vaforvets.va.gov/vaforvets/veteran-resources/docs/Non-paidWorkExperience.pdf,,high,,"Program allowing employers to evaluate veterans through unpaid work experience with VA support, often leading to permanent employment"
IL-041,VA Special Employer Incentives (SEI),U.S. Department of Veterans Affairs,federal,Illinois,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% salary reimbursement for up to 6 months,,,,,,No,No,No,,https://benefits.va.gov/BENEFITS/factsheets/vocrehab/SpecialEmployerIncentive.pdf,,high,,"Initiative connecting job-seeking veterans requiring special assistance with employment opportunities, providing salary subsidies and support to employers"
IL-042,DoD SkillBridge,U.S. Department of Defense,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No cost to employer - military continues to pay service member salary,,,,,,No,No,No,,https://careers.geaerospace.com/global/en/job/GAOGAYGLOBALR5018257EXTERNALENGLOBAL/Military-DoD-SkillBridge-Program-Mechanical-Component-Engineer,,high,,"Industry training program providing civilian work experience for service members during their last 180 days of service, with military continuing to pay salary"
