Program ID,Program Name,Agency,Jurisdiction Level,State,Locality,Category,Status,Status Details,Target Populations,Max Value,Value Type,Value Notes,Entity Types,Size Limits,Industry Restrictions,Candidate Address Matters,Work Site Address Matters,Employer HQ Matters,Custom Logic,Source URL,Source Citation,Confidence Level,Potential Issues,Notes
AR-015,RISE Services Employment Partnership,"RISE Services, Inc.",local,Arizona,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,disabilities,Unknown,,,,,,No,No,No,,https://riseservicesincaz.org/employment-services/,,low,,Local organization that may provide employer incentives or support for hiring adults with disabilities
AR-016,Arizona Second Chance Center Program,Arizona Department of Economic Security,state,Arizona,,service,NON-INCENTIVE,Service does not provide tangible cost reduction for employers,ex_offenders,Varies,,,,,,No,No,No,,https://www.naswa.org/naswa-awards/arizonas-second-chance-center-program,,medium,,Partnership program providing employment services for justice-impacted individuals - may include employer incentives or supports
AR-017,DES-ADCRR Reentry Partnership Services,Arizona Department of Economic Security / Arizona Department of Corrections Rehabilitation and Reentry,state,Arizona,,service,NON-INCENTIVE,Service does not provide tangible cost reduction for employers,ex_offenders,Varies,,,,,,No,No,No,,https://des.az.gov/services/employment/reentry-services,,low,,2017 partnership between DES and ADCRR for reentry services - potential employer incentives or supports unclear
AR-018,Goodwill Beyond Barriers Adult Reentry Program,Goodwill Southern Arizona,local,Arizona,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,ex_offenders,Varies,,,,,,No,No,No,,https://goodwillsouthernaz.org/adult-reentry-program/,,low,,Program engaging ex-offenders for workforce entry - may provide employer supports or incentives
AR-019,Credit for Employment of TANF Recipients,Arizona Department of Revenue,state,Arizona,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,tanf_snap,Varies based on wages,,,,,,No,No,No,,https://azdor.gov/forms/tax-credits-forms/credit-employment-tanf-recipients,,high,,Nonrefundable individual and corporate tax credit for net increases in qualified employment of TANF recipients
AR-020,Arizona Job Creation/Hiring Credits for Welfare Recipients,Arizona Department of Revenue,state,Arizona,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,tanf_snap,Portion of wages (amount varies),,,,,,No,No,No,,https://answerconnect.cch.com/document/jaz0109013e2c84f53cf3/state/explanations/arizona/job-creation-hiring-credits-welfare-recipients,,medium,,Employer tax credit for hiring individuals on welfare (may be expired or modified as of 2021 tax year)
AR-021,TANF Jobs Program Employer Services,Arizona Department of Economic Security,state,Arizona,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://des.az.gov/services/employment/job-seekers/tanf-jobs-program,,low,,Employment and training program that may provide employer support services for hiring TANF recipients
AR-022,SNAP Career Advancement Network (SNAP CAN) Employer Partnership,Arizona Department of Economic Security,state,Arizona,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://des.az.gov/snapcan,,low,,Program providing employment and training services for SNAP recipients that may include employer incentives or partnerships
AR-023,Disability Employment Tax Incentives (including SNAP recipients with disabilities),Ability360,federal,Arizona,,tax_credit,FEDERAL,Federal program with state implementation,tanf_snap,"40% of first $6,000 in wages",,,,,,No,No,No,,https://ability360.org/livability/employment-livability/tax-incentives/,,medium,,WOTC and other tax incentives for hiring people with disabilities who may also be SNAP recipients
AR-024,Teen Workforce Initiative,Arizonans for Children,state,Arizona,,unknown,ACTIVE,Active unknown program with direct employer benefit,youth,Varies,,,,,,No,No,No,,https://arizonansforchildren.org/mentorportal/teen-workforce-initiative/,,low,,"Program connecting foster care youth to workforce opportunities, may include employer incentives or tax benefits"
AR-025,Goodwill Youth Employment Program,Goodwill Southern Arizona,local,Arizona,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,youth,Unknown,,,,,,No,No,No,,https://goodwillsouthernaz.org/programs-and-services/youth-employment-program/,,medium,,"Youth employment program for ages 14-24 with employer partners, potential wage subsidies or training support"
AR-026,Tucson Youth Development Employer Worksite Program,Tucson Youth Development,local,Arizona,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,youth,Unknown,,,,,,No,No,No,,https://www.tucsonyouth.org/employer-worksite.html,,medium,,"Summer youth employment program seeking employer worksites, likely provides wage subsidies or support for youth placement"
AR-027,ARIZONA@WORK Maricopa County Youth Workforce Services,Maricopa County / Arizona Department of Economic Security,local,Arizona,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,youth,Unknown,,,,,,No,No,No,,https://www.maricopa.gov/5227/Youth-Workforce-Services-Ages-14-24,,medium,,"Year-round no-cost program for youth ages 14-24, may include employer incentives for hiring or training support"
AR-028,WIOA Youth Program Employer Incentives,Arizona Department of Economic Security,federal,Arizona,,training_grant,FEDERAL,Federal program with state implementation,youth,Varies,,,,,,No,No,No,,https://www.azjobconnection.gov/programs,,medium,,Workforce Innovation and Opportunity Act youth services may include on-the-job training subsidies for employers
AR-029,Arizona Foster Care Tax Credit,Arizona Department of Revenue,state,Arizona,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,youth,"$618 (single) / $1,238 (married)",,,,,,No,No,No,,https://arizonansforchildren.org/mentorportal/teen-workforce-initiative/,,low,,Tax credit for donations to qualifying foster care organizations that may support youth workforce initiatives
AR-030,Summer Youth Employment Program,Various Local Agencies,local,Arizona,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,youth,Unknown,,,,,,No,No,No,,https://www.tucsonyouth.org/employer-worksite.html,,medium,,General summer youth employment programs that typically provide wage subsidies to employers hiring youth
AR-031,Arizona Shared Work Program,Arizona Department of Economic Security,state,Arizona,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,long_term_unemployed,Varies - partial UI benefits for reduced hours,,,,,,No,No,No,,https://des.az.gov/services/employment/unemployment-employer/shared-work-program-faqs,,medium,,"Alternative to layoffs allowing employers to reduce hours while employees receive partial unemployment benefits, potentially helping retain long-term unemployed workers"
AR-032,Workforce Innovation and Opportunity Act (WIOA) Adult Program,Arizona Department of Economic Security / Local Workforce Development Boards,federal,Arizona,,training_grant,FEDERAL,Federal program with state implementation,long_term_unemployed,Varies - training costs and potential wage subsidies,,,,,,No,No,No,,https://des.az.gov/services/employment/unemployment-employer,,medium,,"Federal program providing training and employment services for unemployed adults, may include on-the-job training subsidies for employers"
AR-033,WIOA Dislocated Worker Program,Arizona Department of Economic Security / Local Workforce Development Boards,federal,Arizona,,training_grant,FEDERAL,Federal program with state implementation,long_term_unemployed,Varies - training costs and potential wage subsidies,,,,,,No,No,No,,https://des.az.gov/services/employment/unemployment-employer,,medium,,"Federal program for workers who lost jobs due to layoffs or plant closures, may include on-the-job training reimbursements for employers"
AR-034,Arizona Commerce Authority Business Incentives,Arizona Commerce Authority,state,Arizona,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,long_term_unemployed,Varies,,,,,,No,No,No,,https://www.azcommerce.com/incentives/,,low,,Various state business incentives that may include hiring preferences or requirements for unemployed workers
AR-035,Phoenix Workforce Development Division Programs,City of Phoenix Human Services Department,local,Arizona,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://www.phoenix.gov/administration/departments/humanservices/programs-services/workforce-solutions.html,,low,,Local workforce development programs that may include employer incentives for hiring unemployed residents
AR-036,Goodwill One-Stop Adult Employment Services,Goodwill Industries of Southern Arizona,local,Arizona,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,long_term_unemployed,Unknown,,,,,,No,No,No,,https://goodwillsouthernaz.org/programs-and-services/one-stop-adult-employment/,,low,,Employment services for unemployed adults that may include employer partnerships or incentives
AR-037,WIOA On-the-Job Training (OJT),"U.S. Department of Labor, Arizona@Work",federal,Arizona,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% wage reimbursement (75% for small businesses under 50 employees),,,,,,No,No,No,,https://des.az.gov/sites/default/files/media/wioa_training_services_policy_9-10-2020.pdf,,high,,Training provided under contract with employer who receives wage reimbursement for training new employees with essential job skills
AR-038,VA Vocational Rehabilitation & Employment (VR&E),U.S. Department of Veterans Affairs,federal,Arizona,,service,FEDERAL,Federal program with state implementation,federal_programs,"Varies - includes counseling, training costs, and employment assistance",,,,,,No,No,No,,https://az.db101.org/az/programs/job_planning/vre/program2a.htm,,high,,"Comprehensive program providing vocational counseling, job search assistance, resume writing, interview preparation, and employment support for eligible veterans"
AR-039,VA Non-Paid Work Experience (NPWE),U.S. Department of Veterans Affairs,federal,Arizona,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No direct payment - provides unpaid work experience with VA support,,,,,,No,No,No,,https://www.vaforvets.va.gov/vaforvets/veteran-resources/docs/Non-paidWorkExperience.pdf,,high,,Program allowing employers to provide work experience to veterans/servicemembers with VA support and oversight during the experience period
AR-040,VA Special Employer Incentives (SEI),U.S. Department of Veterans Affairs,federal,Arizona,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Varies - financial incentives for hiring eligible veterans,,,,,,No,No,No,,https://benefits.va.gov/BENEFITS/factsheets/vocrehab/SpecialEmployerIncentive.pdf,,high,,"Initiative providing financial incentives to employers for hiring veterans who face significant barriers to employment, with VA determining eligibility"
AR-041,DoD SkillBridge (Career Skills Program),"U.S. Department of Defense, State of Arizona",federal,Arizona,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,Up to 6 months of military-paid training/apprenticeship,,,,,,No,No,No,,https://hr.az.gov/az-skillbridge,,high,,"Program connecting transitioning service members with civilian work experience through industry training, apprenticeships, and job skills training while still receiving military pay"
