Program ID,Program Name,Agency,Jurisdiction Level,State,Locality,Category,Status,Status Details,Target Populations,Max Value,Value Type,Value Notes,Entity Types,Size Limits,Industry Restrictions,Candidate Address Matters,Work Site Address Matters,Employer HQ Matters,Custom Logic,Source URL,Source Citation,Confidence Level,Potential Issues,Notes
IL-019,Illinois State Income Tax Credit for Veterans,workNet DuPage Career Center,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,tanf_snap,"$5,000 annually per veteran",,,,,,No,No,No,,https://worknetdupage.org/employers/employer-hiring-credits/,,medium,,State income tax credit for hiring veterans (may overlap with TANF/SNAP recipients)
IL-020,Illinois Recovery and Mental Health Hiring Credit,Illinois Department of Revenue,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://answerconnect.cch.com/document/jil014eeac7352c3e4b7d893b2e23a0ae480f/state/explanations/illinois/job-creation-hiring-credits-recovery-and-mental-health-credit,,medium,,State income tax credit for employers hiring individuals in recovery from substance use disorder or mental health issues (potential overlap with TANF/SNAP population)
IL-021,TANF Employment & Training Program - Transportation Support,Illinois Department of Human Services (IDHS),state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://omb.illinois.gov/public/gata/csfa/Program.aspx?csfa=701,,low,,Provides daily transportation for employed low-income customers to jobs at large employers
IL-022,TANF Job Placement with Retention Program,Illinois Department of Human Services (IDHS),state,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=160348,,medium,,Job placement program for TANF recipients (may include employer incentives or support)
IL-023,SNAP Employment & Training Job Placement Program,Illinois Department of Human Services (IDHS),state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=31773,,medium,,Provides employer-driven training opportunities for SNAP recipients (potential employer training subsidies)
IL-024,IL SNAP/TANF Employment Connection Program,Employment Connection,local,Illinois,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,tanf_snap,Free services,,,,,,No,No,No,,https://www.employmentstl.org/il-snap-tanf,,low,,Free program connecting SNAP/TANF recipients with employers ready to hire (potential employer recruitment benefits)
IL-025,High-Risk Youth Wage Credit,City of Chicago,local,Illinois,,wage_subsidy,ACTIVE,Active wage_subsidy program with direct employer benefit,youth,"$2,100 per employee",,,,,,No,No,No,,https://loopchicago.com/do-business/invest/incentive-programs/,,medium,,"Employer wage credits up to $2,100 for hiring high-risk youth who reside in Chicago"
IL-026,Enterprise Zone Job Tax Credit,Illinois Department of Commerce and Economic Opportunity,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,youth,"$5,000 per employee",,,,,,No,No,No,,https://worknetdupage.org/employers/employer-hiring-credits/,,medium,,"State income tax credit for businesses located in the 95 Illinois Enterprise Zones, potentially applicable to youth hires"
IL-027,Illinois Youth Investment Program (IYIP),Illinois Department of Human Services,state,Illinois,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,youth,Varies,,,,,,No,No,No,,https://www.dhs.state.il.us/page.aspx?item=126652,,low,,Multi-faceted approach to youth employment that may provide employer benefits for hiring at-risk transitional youth
IL-028,DHS Youth Programs Employer Benefits,Illinois Department of Human Services,state,Illinois,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,youth,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/DHSyouth/Pages/Employer-Benefits.aspx,,medium,,Employer benefits for hiring youth aged 16-24 participating in DHS Youth Programs
IL-029,Foster Youth Tax Credit (WOTC Category),Internal Revenue Service / IDES,federal,Illinois,,tax_credit,ACTIVE,Program status indicates expired or discontinued,youth,"$2,400 per employee",,,,,,No,No,No,,https://imprintnews.org/youth-services-insider/tax-incentive-hire-foster-youth-congress/54522,,high,, | WOTC expired 12/31/2025 - Pending Congressional reauthorization (historically reauthorized retroactively) | Historically reauthorized retroactively since 1996. Keep as ACTIVE with expiration warning.
IL-030,Career Link Youth Employment Incentives,Career Link (Central Illinois),local,Illinois,,unknown,ACTIVE,Active unknown program with direct employer benefit,youth,Varies,,,,,,No,No,No,,https://careerlinkil.com/help/youth,,low,,Potential employer incentives for hiring young adults across Central Illinois through workforce development programs
IL-031,Summer Youth Employment Program Subsidies,Various Illinois Municipalities,local,Illinois,,wage_subsidy,MISSING-LINK,No source URL provided - cannot verify program exists,youth,Varies,,,,,,No,No,No,,,,low,,Potential wage subsidies for employers participating in summer youth employment initiatives across Illinois
IL-032,Illinois Small Business Job Creation Tax Credit,Illinois Department of Revenue,state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://illinoisaccountants.com/wp-content/uploads/2020/09/e-illinois-small-business-job-creation-tax-credit-information.pdf,,medium,,"Tax credits for small businesses creating new full-time positions, potentially including long-term unemployed hires"
IL-033,WorkShare IL,Illinois Department of Employment Security (IDES),state,Illinois,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,long_term_unemployed,Varies,,,,,,No,No,No,,https://ides.illinois.gov/employer-resources/workshare-il.html,,low,,Alternative to layoffs program that may provide benefits to employers retaining workers who might otherwise become long-term unemployed
IL-034,Illinois WIOA Dislocated Worker Program,Illinois Department of Commerce and Economic Opportunity (DCEO),federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,long_term_unemployed,Varies,,,,,,No,No,No,,https://www.illinoisworknet.com/contact-us,,medium,,Federal program that may provide on-the-job training subsidies and other employer incentives for hiring dislocated workers including long-term unemployed
IL-035,Illinois Business Incentives and Tax Credits,Illinois Department of Commerce and Economic Opportunity (DCEO),state,Illinois,,tax_credit,ACTIVE,Active tax_credit program with direct employer benefit,long_term_unemployed,Varies,,,,,,No,No,No,,https://dceo.illinois.gov/businesshelp/incentivesandtaxcredits.html,,low,,Suite of business incentives that may include hiring credits for targeted populations including long-term unemployed
IL-036,WIOA On-the-Job Training (OJT),"U.S. Department of Labor, Local Workforce Development Boards",federal,Illinois,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 75% wage reimbursement for training period,,,,,,No,No,No,,https://www.illinoisworknet.com/DownloadPrint/OJT_Flyer_FINAL.pdf,,high,,"Hire-first program providing wage reimbursement to employers who hire and train eligible participants. Employer agrees to hire, train, and retain individual upon successful completion."
IL-037,VA Vocational Rehabilitation & Employment (VR&E),U.S. Department of Veterans Affairs,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,"Varies - includes training costs, equipment, and support services",,,,,,No,No,No,,https://www.benefits.va.gov/vocrehab/,,high,,"Comprehensive program providing job training, education, job placement assistance, and other services to help veterans with service-connected disabilities prepare for and find suitable employment."
IL-038,VA Non-Paid Work Experience (NPWE),U.S. Department of Veterans Affairs,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No direct payment - VA provides support and oversight at no cost to employer,,,,,,No,No,No,,https://www.benefits.va.gov/vocrehab/,,medium,,Allows veterans to gain work experience in a realistic work setting. VA refers qualified veterans to employers and provides support during the experience period.
IL-039,VA Special Employer Incentive (SEI),U.S. Department of Veterans Affairs,federal,Illinois,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% wage subsidy for up to 6 months,,,,,,No,No,No,,https://benefits.va.gov/BENEFITS/factsheets/vocrehab/SpecialEmployerIncentive.pdf,,high,,Initiative connecting job-seeking veterans requiring special assistance with employment opportunities. VA may pay up to 50% of veteran's salary for up to 6 months.
IL-040,DoD SkillBridge,U.S. Department of Defense,federal,Illinois,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,Up to 6 months of full-time equivalent work experience at no cost to employer,,,,,,No,No,No,,https://skillbridge.osd.mil/,,medium,,Provides civilian work experience opportunities for service members during their last 180 days of service. Participants continue receiving military pay and benefits while gaining industry experience.
